address,epoch_245_lost_poc_slot_weight,epoch_245_historical_delta_reward_gnk,epoch_245_filter_reason,epoch_246_lost_poc_slot_weight,epoch_246_historical_delta_reward_gnk,epoch_246_filter_reason,epoch_247_lost_poc_slot_weight,epoch_247_historical_delta_reward_gnk,epoch_247_filter_reason,epoch_248_lost_poc_slot_weight,epoch_248_historical_delta_reward_gnk,epoch_248_filter_reason,epoch_249_lost_poc_slot_weight,epoch_249_historical_delta_reward_gnk,epoch_249_filter_reason,epoch_250_lost_poc_slot_weight,epoch_250_historical_delta_reward_gnk,epoch_250_filter_reason,epoch_251_lost_poc_slot_weight,epoch_251_historical_delta_reward_gnk,epoch_251_filter_reason,epoch_252_lost_poc_slot_weight,epoch_252_historical_delta_reward_gnk,epoch_252_filter_reason,epoch_253_lost_poc_slot_weight,epoch_253_historical_delta_reward_gnk,epoch_253_filter_reason,epoch_254_lost_poc_slot_weight,epoch_254_historical_delta_reward_gnk,epoch_254_filter_reason,epoch_255_lost_poc_slot_weight,epoch_255_historical_delta_reward_gnk,epoch_255_filter_reason,total_lost_poc_slot_weight,total_historical_delta_reward_gnk
__epoch_snapshot_unavailable__,0,0,historical_snapshot_unavailable,0,0,historical_snapshot_unavailable,0,0,historical_snapshot_unavailable,0,0,historical_snapshot_unavailable,0,0,historical_snapshot_unavailable,0,0,historical_snapshot_unavailable,0,0,historical_snapshot_unavailable,0,0,historical_snapshot_unavailable,0,0,historical_snapshot_unavailable,0,0,historical_snapshot_unavailable,0,0,historical_snapshot_unavailable,0,0
