address,current_status,consecutive_invalid_inferences,first_seen_performance_epoch,last_seen_performance_epoch,last_paid_epoch,first_unpaid_epoch_after_last_paid,matches_strict_bug_filter
gonka1elw9xd79mpsrt7jqwkweg6yv02nvda49xhcej2,INACTIVE,0,232,247,246,247,False
gonka1hytku6t3cfd7wppyrjvu357jjqpsgsw6wcprcy,INACTIVE,1,222,247,246,247,False
gonka1l7p83akwkcxtksnwve23x5wp47zammznm4qus8,INACTIVE,0,246,247,246,247,False
gonka1qx4f2vzhccv0ndhssfgafvf55xf4smuzjmkvky,INACTIVE,0,245,247,246,247,False
gonka1sa32xmpxvv7nepfc22004rgdl4ddjvne42guce,INACTIVE,0,225,247,246,247,False
gonka1vz2jg42w39l63dmvmjqdsnxx0ywnzt9nzypdy7,INACTIVE,0,228,247,246,247,False
gonka1wfn87ruutktth7l8ne3rvhmlsscqxah09kua02,INACTIVE,0,246,247,246,247,False
gonka1ym8g5f34h5zu4p4d4ldjnycfkty9qxpmyx5a3m,INACTIVE,0,245,247,246,247,False
gonka1yt2s5u5k06rm2au8dsqm4kzwmw7klqsrd6xd95,INACTIVE,0,236,247,246,247,False
gonka1043d00lu0v3fz53cut34twtcanalqg9u8vehp2,INACTIVE,0,234,249,247,248,False
gonka10jjrlvkfkqupgudz0l603sq99y3wkt3urwjm0x,INACTIVE,0,247,248,247,248,False
gonka10snluhflqhmwl5xrpuy9ugevypxdjjsft370fq,ACTIVE,0,244,249,247,248,False
gonka10t67f5zxh7canhuznxg7cperec6286jjqh5pey,ACTIVE,1,231,249,247,248,False
gonka12av9up884t9lcsf70rs0l7jfmkmc8k9sxfuknt,INVALID,5,220,250,247,248,True
gonka12fazh3etpdx947ldwen4wudnds7wu4kjp5vd76,INACTIVE,0,229,248,247,248,False
gonka145666cll76ptcyy9ceymtalr8gnvv73ne99p32,INACTIVE,0,226,249,247,248,False
gonka15rvksn9gxgpszyr8270cd4wj2x3d460r394uv4,INACTIVE,0,246,248,247,248,False
gonka16q0zaetd6hq6d8zj48ur0v967xrrwh566kcazc,INACTIVE,0,220,249,247,248,False
gonka17ef5hl0588tmjm9ypw7t2kge78wrkcpvyspc0p,INACTIVE,0,220,248,247,248,False
gonka17fcahf38xh8ghzyyrc55tarz9nd0vw6xd29nsk,INACTIVE,0,244,248,247,248,False
gonka17tlh09e32xpv2uj433ytjnwwd8fh24jclpzm5s,INACTIVE,0,240,248,247,248,False
gonka188c86f9mrlt4nlcg89f82nnfm9jzq9gtjafj50,INVALID,5,239,250,247,248,True
gonka1cckj93kp9kegry64scpn4ew9965g3qrswyshl9,INACTIVE,0,245,248,247,248,False
gonka1dpt9zx2dqcky6yjjwrd8xz2w7lq6vffy9mhvgs,INACTIVE,0,226,249,247,248,False
gonka1dzdmx5ljrwkelrmgd7suv2q43epn293qacpgqn,INVALID,0,246,250,247,248,True
gonka1eazh84v0e60s9m7exxp3nsadcfgvnsthgypjvl,ACTIVE,0,220,249,247,248,False
gonka1fp8zl07qccdzuekns2q55jgmcag40kjrm8z0z9,INACTIVE,0,233,248,247,248,False
gonka1ge9amk4ymld27d35akj3ky9uph4gyz6rdpepjj,INACTIVE,0,228,249,247,248,False
gonka1gyydhl9lp0udz3409ps0c0lk0y4ft8qcyv8tfq,ACTIVE,0,246,249,247,248,False
gonka1k6p754pyhxud2399knyccgjpjvdafj2u9xlgyf,ACTIVE,0,227,249,247,248,False
gonka1l0qv64xdu3dk2zzm5vk97j0drcmkus95u50gqk,ACTIVE,0,247,248,247,248,False
gonka1llgg3kvg9sc6xz09jtkcrucrppxgn78xe4xlv0,INACTIVE,0,225,249,247,248,False
gonka1lswsj2x7u4606wqpunmm07skgf76r3dyz4v0d8,INACTIVE,0,228,249,247,248,False
gonka1m27e6qup7q8jmvnrn29kahd7vlx6r4l84z4thz,INACTIVE,0,220,250,247,248,False
gonka1nkzdygk3g2p2usnueuqxyep3462350hgzxs86s,ACTIVE,0,247,249,247,248,False
gonka1p60lruhxmwcsa9taa28cp4k4f6kv2kvyu5h5ep,INACTIVE,0,232,249,247,248,False
gonka1psgzz288a434dv6863ldd73xma70zw7387muj2,INACTIVE,0,246,248,247,248,False
gonka1ql9asemklpkpr2d4mh33xw5gj0g5tm0v98c5q3,ACTIVE,0,246,249,247,248,False
gonka1r5hdy9q5v783ef7td98k4c68cxl6a58h5sytfq,INACTIVE,0,227,249,247,248,False
gonka1usmu5mfu8vsafvsrsvdutl50vy8kumdhv0j2x9,INACTIVE,0,247,248,247,248,False
gonka1vcawx5jc2hahydd9sqw30hlxyd9ppupm9ez0yz,ACTIVE,0,247,249,247,248,False
gonka1umvyh0rz5fdmk9qhxurshhchennajced6f4s89,ACTIVE,0,220,250,248,249,False
gonka1uzk2scggfzghr9a5j92l00gzw4jx4adc66977y,ACTIVE,0,220,249,248,249,False
gonka1h3s37p0l23mg6ak9h9nmayh6r9f2vm6umj3qet,ACTIVE,0,220,251,250,251,False
gonka1u9a7r4w76gult5n9ysadnual9fghkc6yda60wj,INACTIVE,0,247,252,250,251,False
gonka1jltjehxsnum94nt8c00ts7khmpy4lafv6gryzk,ACTIVE,0,238,253,252,253,False
gonka125n6kr5gvdup0lndfkps7t6rd6592panhrg3np,INACTIVE,0,221,254,252,254,False
gonka163ug8zucqeag9v5ey4au34jqt7vejkmxsg74eu,INACTIVE,0,221,254,252,254,False
gonka1830lqug50lse998x2lakk4pj5ypfumz5pasz0y,INACTIVE,0,221,255,253,254,False
gonka19cjm4c5mt3j3qdr8vhytmm4hef3pnkvkm0x7m2,INACTIVE,0,237,254,252,254,False
gonka1h2m79scgaq6ultrwge03wjk0ys4whgcejphmql,INACTIVE,0,251,254,253,254,False
gonka1mdy7nlecw4xaqdxmeh3qlqzakg9ftge9szfqgg,INACTIVE,0,221,254,252,254,False
gonka1tl5m3vuqsx333v7095ymwjdc4vdk2wd9r5hqws,INACTIVE,0,231,254,252,254,False
gonka1wkgawwdzj623ss8eywayzdj6qcgr2llygactje,ACTIVE,0,221,254,252,254,False
gonka1xwkesaxvdadh9wt9yyladu0r260s7whklcktds,INACTIVE,0,221,254,252,254,False
gonka1y4kyhqy022gt4kklxxflgqkutnx96ssww66zg6,ACTIVE,0,221,254,252,254,False
gonka14tqh62mangwzrma2lgg2dm375rcjzn2ydy8ttm,ACTIVE,0,220,255,254,255,False
gonka1ujnc662v6g69jm6fgxnr79a2m7ehzeut059239,INACTIVE,0,225,255,254,255,False
