address,current_status,epoch_220,epoch_221,epoch_222,epoch_223,epoch_224,epoch_225,epoch_226,epoch_227,epoch_228,epoch_229,epoch_230,epoch_231,epoch_232,epoch_233,epoch_234,epoch_235,epoch_236,epoch_237,epoch_238,epoch_239,epoch_240,epoch_241,epoch_242,epoch_243,epoch_244,epoch_245,epoch_246,epoch_247,epoch_248,epoch_249
gonka1cfmrgwmxv9dh5knq2p4fehqpnudr4xm72gnpkm,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1cgf6pmcnkf54rctpgzpx6j32zeut8udm0rr8rf,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1cldfsqjcch9w892eumdhc5ru80psjt6jck0tg4,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1cp45adu29a93qp8fwqn9sqt2hyqkl8qc5hty58,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1cpm8uguw5f3vyl3gz7537e3mln47uyzyld57g3,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1crldgzq22fly44ek58rq900ef48usac8f3hpxd,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1cur9xf76n8gvgvw608r3kaxfeamyafpw5wkc99,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1cw76rlm0ewnj7d90fvgyp37rav9dv5hm3mvy3x,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1cy5x2c2zq4s9zq5r2xz609j63mprpc9tdz8drr,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1d5nh80xxh7fkf0hmqlxqfq6vls8cq3j0fgg8f3,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1d694r00czmq75txghwjcuk07lxvc8d4ekgsha0,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1d7p03cu2y2yt3vytq9wlfm6tlz0lfhlgv9h82p,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1dc645alkwumpj3fuhxg4xu6hc255w3q5s9p3rs,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1ddhzyd0xlhqnzp05apu26s3ay6mn4mlzll5mjz,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1dg6s2c2mrwg972xs7309nh57t7q98hqv99jew8,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1dg7tym5xfd6rt0mnujqcgsdjtdarhtz6pnrvse,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1dgkg50vnkj7yf4d2vctekt0ng5zq0xpguy3n2u,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1dhn7hjn6udpyv6gkhfulnalufv4947a4e9kyne,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1djk2tqcjsqqd56rfz4p5lmpwwug297zs8ygmx3,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1dkl4mah5erqggvhqkpc8j3qs5tyuetgdy552cp,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1dpee7kv4dwlmu9nr3skv488lxuhwsy3x70h0uq,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1dpt9zx2dqcky6yjjwrd8xz2w7lq6vffy9mhvgs,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1dtnru3j85vee0vm20vkvd256nfd9t7jzuvnd27,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1dutrpxzkvnjqt75yqwlszkeegujsuprdu9vr8g,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1dzdmx5ljrwkelrmgd7suv2q43epn293qacpgqn,INVALID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID,INVALID
gonka1e38cgywjkf4hejnf9utmpguq3qug0s5rd45kqm,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1e94a7r2tn3n8ewa3mha3vjnq2dkvgt5stfqgqg,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1ea8zl02zfvpxlpgdpywky9za5yy0ufy7htrwqz,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1eaf9r3qqnweqx23z0ahh77legtv2gnk3wwdwl2,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1eazh84v0e60s9m7exxp3nsadcfgvnsthgypjvl,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1ecercvenlsnghx4yakvdpdq2mantyh5ythhn29,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1edyd5lny4esrc35f6egjukmnfseyyyj4vn54mc,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1ek6mqw0g0jzee3gexx70nepqw86dxmknur6f42,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1ekdjk6vfnsnn4dr8fsdeyjtg5g3c0wyp4z3ett,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1elw9xd79mpsrt7jqwkweg6yv02nvda49xhcej2,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1eq8ptvu4mecxkdc7gj0eqzxp4ysjnz6f8ez43c,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1eqjpx0k806kcu8tjr64zlswk9vkznsstyeq0j8,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1eraz23djhwe6aenduvgjxl8jjgwj9mfjr77v9g,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1f0u3y2wneer8zhz3ypw4x54h38cpa0qsy8ts3e,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1f7uwyhetekfar5h5q7vtatne28futuffypde4j,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1famtxh54kad6ylwtm60j6d7h6unpc08d4vdqnk,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID,
gonka1fc9tzt83dgrqswlgay4668cuqjrk7zsqks2vm2,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1fh58x94xd6rdqz599svj9ftdt9rckg6ggxvn3p,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1fkrsesmn2hdj30fhwyam6h4f2e77un36xalhvl,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1fmknkdk4skzpdzzrqnye3uxzsezf4csnala8r8,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1fnwznrjccpukhe3u5dnqqnr02nhr5hq89jhghs,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1fp8zl07qccdzuekns2q55jgmcag40kjrm8z0z9,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1fwjwxw6cvspwautdrhr2jf4mfayy074t5npwnx,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1fwum8860xfxfqghem7npn643ppftsfevwply74,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1fwyt5sz43zs3hc8k0r5cgquvss9d6aa2975pfw,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1fy86zl25jft206rx0j63km5ru2cn3e7t80zzu8,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1fyu654mhgdq2fwns2mupuzdtzxjy3k7jwew4rl,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1g58w4wu7yyla55vfmhm96v9jheyetnxr02jzz7,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1g99cz2zdgalleuzhwa6h3yxf5k7khjwxg423ms,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1g9n5yek0sk84qpx0lwc7hq6p3v2fqr5ggml3gg,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1g9vvr2ynjjuf2etlzg6h22dxuxkl3zphrury58,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1ge9amk4ymld27d35akj3ky9uph4gyz6rdpepjj,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1gjuagf8hw0skzwhekxxhccy6zy4g3qxal5ynku,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1grj4l6fr9uqj43tqqe6m4st7a6zwam8rznzryy,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1gsnlch7sav73dxearvt7ylh3qcq3fdurad72za,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1gt0406jz45mjt0jujqtfd3m9lcyah93t0wj084,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1gum47e5sn43ughhktw5a46f7rc6cs2s08tpl69,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1gxk3xjg43ryaht8ze0395m7ph4879gmsfd5emu,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1gxue6uufgvh6dgjexqvsv7ph99k8wkatafymqw,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1gyk0aahvr3qeju4zx0nplfreej6cy4jjk8svc5,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1gyydhl9lp0udz3409ps0c0lk0y4ft8qcyv8tfq,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1gz76l4rtf7rkg6fuhnyuq2w3letq9687pqznwy,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1h2c3mkxq4xej7dmsp5hcva8msn78v07xuqhl90,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1h3s37p0l23mg6ak9h9nmayh6r9f2vm6umj3qet,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1h4e7j4h5jy8dac8sjqke2pckvv6eva5ec2v0jv,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1h796gh5vnp0l3k0klvzk9rw9240223njss8g5y,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1h82jwcefsu9ur3yfj97593tlyve2jes89kyqg4,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1h8fmjrpth99xt8ee0wrdljfg7fpvquc9d4et0d,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1ha7fpwwu9st0wgyyz9ahd3xchk05nx7mtj4ng8,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1hatmw3tnlskh6jzkc8ds2yxvlpmrvhrz8pgx0c,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1hdm8wlf8e07e692ezay5g8qyemks4242g7kr9d,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1hfd9kme7tpe73lk7e9pgu3r6cmgtc5z60774uz,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1hhtht6rssq5hy22r7kyrrtkglvslxtkqt5yau8,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1hhzgyxf2t55xkdk0t8m6rpaee8pda6h0y5qdn8,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1hkccmh2jc7c8wfs5ydtelx8x6m5957ae200dre,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1hm88eu8qkqc3z7kgmcrp6zf0mmeen08ac4xc6v,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1hmj9lrcxt9zds40uq94gga2ps7t7x75eky6cvq,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1hwvel7n3zuk6wruefuzc356l9myske9stckwnz,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1hytku6t3cfd7wppyrjvu357jjqpsgsw6wcprcy,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1j00xqejcnl7gr3rdfgtxayaertsnrzksntz6ps,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1j62evzhlg556krdfhynpduchyl0px8qga8wfut,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1j8l7fcxqxakp2py7jcgh27ccgxaze7krscxfe5,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1jawqmq4lmu8fadddrt0mejfxu5lkrdc02fwuzm,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1jcelp2ad2x0jf2vnyhkhd6wquug0zpd09sxxw4,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1jcut7ms9l432y90exzpfz5835p04lrzpndtdfl,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1jcxsgcnctv69xd9v35qy45m45pg3wwhn0f8pl2,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1jfr0hq4k5lfzu7h2qsvh8dppard9t7lndsrngp,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1jfs2xqkykvlpgfahslqpljr5sxcekw7s8kutvl,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1jjredx8nvy86dcae5fhpvge0kmamdxx2h7dr9h,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1jltjehxsnum94nt8c00ts7khmpy4lafv6gryzk,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1jpg0ct9h272lefy99w4sgd2ul9ukvzwhfanvn0,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1jpxayv4ef6c5z4wn9mxqsla0zkcwu5tq2536sw,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1jqwrpyqn34jx0ermlus46f87epayqxtakhyu5u,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1jr3644x2p5j90yl3jpyuvfrp28l37vpvkjq2yx,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1juyynkna0cwjg4xjlzuw62lk0u0jwnhuqegdkh,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1jv4fcx2gtuj4ejwnng4phugfclgjmhvg9d9cvz,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1jvmumx6rwyq302m6y6z5hdkc4cgu845mcgjwud,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1jxtdrqyjc52j7wm2h4ec8g7enjz9r3qjy2hn8g,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1k2dvwkg22kqmgh0s6xt8xuk4s4ak0k4py05cyr,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1k4ufjpu9h79zy4hdtly8dcgyfkjmeunqtk3k9e,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1k5cycfsyhqk8txq95gtfffhpg20h6vlk84tdhv,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1k6p754pyhxud2399knyccgjpjvdafj2u9xlgyf,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1k8emnxc8ex8qa47h9l5y0dxprxen0hhqlnexwy,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1k9wr42jrdudvxsrdrgnxqaxcchrwy2ss84ha7t,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1kadhltjszhue262r7z7khldv90ru8cvy42zv29,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1kdmstpljv33v8lz457lmj8f9g995l7ygwm460s,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1ksvye76z43mrtjpdkh3krm579clamh9yh2ytn8,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1kth9pyyalm0u0wfc7dwdwnsntaer9gmfntlgq9,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1kwqlf3mrlv4zg79ffuuq3uxesa22fkdfmfr9gq,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1kx9mca3xm8u8ypzfuhmxey66u0ufxhs7nm6wc5,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1kyft3snetrh9fnetvwrzt4fr5dwm5szl9sx9hq,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1kyl5le4t0k9dftmu5lj0xqp0dx52dyvn0rtr8y,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1kyrhxw6frcjk4hh8rdeswxftwxuxwgphxnk8kk,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1kysyccuws3hl7ul2e9kfftanevvsskf5jtjfr2,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1l0enytn32rklk95dxrdt3v39hktxdw79trvgj5,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1l0qv64xdu3dk2zzm5vk97j0drcmkus95u50gqk,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1l279mvj0rgkr5gkrtkdfeetmf602lkfvkf038j,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1l2pu0eqvsah7ap5hy6rdn6dxse37wy6cy4k2ef,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1l3f79kphpczsw4cz357cxue98gjpcuyxrczh8e,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1l3f9ze5n0fdwyaz4r9faeujhhx7szc53p9gclf,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1l6pp6p5hgaa69rj0eazn73f7gkawue94fq5v9g,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1l7p83akwkcxtksnwve23x5wp47zammznm4qus8,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1lc3a4lshfj5a7axh5w78edv8lc33hyyjef5692,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1lh0danzlvxm5qtaly7myqd3n5sus0fq92n8shx,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1llgg3kvg9sc6xz09jtkcrucrppxgn78xe4xlv0,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1llxvtg0657ldmqn4l3t0ag496ff355j5kawagy,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1lmcyrg9fh0lj7spq2ra4kduttf86ede5xlrmay,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1lmppztny6yhjcshlh5jd7484lms0hxvjpe8ytu,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1lr9mj6dgkv0h76c8y8w0l3esztyg9v2q8d6d8d,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1lswsj2x7u4606wqpunmm07skgf76r3dyz4v0d8,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1ltv80h8740pc8u4jj7fqwvt8d4rnw3nkc4shaa,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1lv34hh600uye40wjjq9fspqwernyjqjuz92w8f,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1lvmvyuv982ev45srx4yzj8xa4kk63n4ecswq07,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1lwl6qhrdqw43sqc2y4eclfrngf799rnm7mmx87,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1lyc347ysjruw7hvvejekqwu0y62cq0898dzarl,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1lytyjw8afhhkde7fq5lt5ap5dtgpldg69ed2jn,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1m09t38h8fy20qx6896ht450j8rfmtdel6tq93x,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1m27e6qup7q8jmvnrn29kahd7vlx6r4l84z4thz,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1m3nnusrecvld0jwueulywqwq0wa0tp7uav2n39,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1m4hsj08wgcjnwdjlnssed0tr4umralj6p5lfsf,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1m8f37e29m7lpvycx5u9dzxp89lzqu2ghfhumw4,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1m9sf2rpg635efaw59djqlxkqew9sxvmqd6g343,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1mdy7nlecw4xaqdxmeh3qlqzakg9ftge9szfqgg,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1mf3w6hjc3y56tk85zqqgj25rxmp6wuv0vr74d7,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1mgu675kpx9fxftcs80x7sn4tdxcsqfnhes5j88,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1mhhq8ky8czhny7wk3sk9uquwn43twd4emksh3e,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1mjcyendh6mej6w6s2xymklpenn6ggw46l78esp,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1mjk8kvkr34vm974s0hmjuanrzv8y4fj3r8fjjm,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1mkdgh784u7la8fpexnge9wqhdw65al67f9e2k3,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1mkwqr346yy5ag0x450hht9ndl2wqhuzrfz0fd7,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1mmlyd5xxu5l68yx8wzclrkxkxvm88mhq5tp5s0,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1mt6fz28j7rls3psgspaq0xhj862wlklgcat6am,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1mu29dgr7yx6l3x46c535p2aymzp0hns2fpz5e3,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1munn8sdj4waj0c34cm273vqukkn6kflrnr6s8v,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1my88wstqm2e795srgpxzat60z5hy0p7a85ytpk,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1myu058axjs62mc3e7na9krwvqpfl9z3gtcw9es,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1n57qkc9umnqu4whuy7rse9gx09f9m470wq9f2u,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1n6dhkcn2ek5yy948y487nj52hyp4mcvpxjjqed,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1n8sczgy8379gqx0z4xuwrv7g50tcml6r9whkxa,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1nfz6dszuzcewxaukt7t6natedpdjptf9r7uxwg,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1nhsw6z4z4vevzzyrdkq2fxfgn8dypuudjvangc,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1nkzdygk3g2p2usnueuqxyep3462350hgzxs86s,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1nplx25jwgvg072v4a408vs4xcevceumd04khx5,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1nvvrc06zpk7cwmrekehlr8yqw4mgdfq94dc4ay,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1nykx6u9qklnq7nkqm0px2nwthu4hzfkhejcrze,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1p2hqmt2lxgw5ctdlt6valanxxqsmtf73g27mpg,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1p2lhgng7tcqju7emk989s5fpdr7k2c3ek6h26m,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1p3hklp6flhdffdkwr70azcsum77fha3ecqwgg0,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1p45pgtzjtjaq0nqxm0a6dstyeqa3lx5dpx253k,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1p60lruhxmwcsa9taa28cp4k4f6kv2kvyu5h5ep,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1p7ze99aywsyudnn38wrxjsgzhmcu64swe9zmua,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1p92n7yphf8eqcygcwkpvgggt7d9ql69mchllcr,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1pa6xam0gh4hccrsunf9nmervcqt3pe5z9l3xrl,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1pcu4wfdv2jtpfsnhgjk4zp7d46z47928xj73st,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1pgn9v9studsuhud80h8hphdq8nzxf4380vm7jy,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1pjpkm3plwgr3h7jemjxtvfeqypnzemussthdvz,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1pllyukkeymx3hfd9mts3pryr9y6efs9eshty87,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1psgzz288a434dv6863ldd73xma70zw7387muj2,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1psznjawqr5m4dashm90wp46aq047twrxeel6qe,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1pu7h5ntzt94ptwr5y5nctfjvpfd0hclqspcryl,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1pucvx8mx0nux5gcd2wgfyg9mwkaaqaqplw674l,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonka1puuuug080fa7p3kpdvwq624ufnxe4vqg8yd62f,INACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
