address,epoch,weight,confirmation_weight,confirmation_to_weight_ratio,preserved_poc_weight,non_preserved_poc_weight,expected_effective_weight,fixed_epoch_reward,total_epoch_weight,total_requests,missed_requests,downtime_passed,actual_rewarded_coins,expected_reward_base_units,compensation_base_units,compensation_gnk
gonka19ghzvgfr065s3fr5awuvs3nhy9fq4n7wrr9kel,247,7686,498,0.064793130366900858704137392661982825917252146760343,960,6726,1458,287379121027086,881604,307,0,True,0,475268667630,475268667630,475.26866763
